set_key,cardinality,members,lambda,seconds,incumbent_scale,edited_baseline_vh,modelB_gc,modelB_unserved,modelB_served,modelB_gc_per_trip,modelB_veh_hours,base_gc_this_network,base_unserved_this_network,gc_vs_base_pct,unserved_vs_base_pct,served_vs_base_pct,gc_per_trip_vs_base_pct,vh_vs_budget_pct,claim_gap_unserved_pct,gc_vs_noedit_pct,unserved_vs_noedit_pct,served_vs_noedit_pct,gc_per_trip_vs_noedit_pct,seed,sum_of_singles_unserved_pct,sum_of_singles_gc_pct,interaction_unserved_pts,interaction_gc_pts,interaction_class
splice|005|021|NMURBEAN+splice|011|033|WESHIGW,2,"['splice|005|021|NMURBEAN', 'splice|011|033|WESHIGW']",2.0,83.21133017539978,1.0,2516.0817280508318,1780900.7722123081,9898.012528882356,21050.987471117645,84.59939348003213,2514.967768897915,1763263.3241457802,10574.065746303691,1.0002730633028145,-6.393503063451811,3.3180633076088872,-2.2433543275054646,-0.08801760309148365,0.0,-0.24436771176176153,0.8732353025162398,-0.40538411048047784,0.16167179046842062,,0.1618926160350309,-0.14140640088653456,0.7113426864812089,-0.10296131087522697,substituting
splice|002|034|WESHIGW+splice|011|033|WESHIGW,2,"['splice|002|034|WESHIGW', 'splice|011|033|WESHIGW']",2.0,84.03682470321655,1.0,2516.5953596908653,1784819.662722121,9846.084271330592,21102.91572866941,84.57692224479437,2513.0587232250386,1766484.8675397616,10527.577554871534,1.0379254031139817,-6.473410240759403,3.33714894431123,-2.224972882149412,-0.16385815262938142,0.0,-0.024854414460451224,0.3440208437969883,-0.15970561811635697,0.1350669131043425,,-0.1809456636139295,-0.08667706739510228,0.5249665074109178,0.06182265293465106,substituting
splice|001|021|PICBETS+splice|008|035|BOASHAN,2,"['splice|001|021|PICBETS', 'splice|008|035|BOASHAN']",2.0,82.41701316833496,1.0,2516.3297336253504,1782844.5031410141,9940.402913923052,21008.597086076952,84.86261580610541,2514.731613835039,1773889.6854978865,10456.098955881305,0.5048125436624362,-4.932011873014908,2.516461875495457,-1.9622695663025658,-0.09739932192575074,0.0,-0.13549128764162033,1.3052468070780643,-0.6059378432366813,0.47331454755623614,,0.6285239489494998,-0.07513653069211035,0.6767228581285645,-0.06035475694950998,substituting
splice|001|021|PICBETS+splice|002|034|WESHIGW,2,"['splice|001|021|PICBETS', 'splice|002|034|WESHIGW']",2.0,86.71668553352356,1.0,2515.8849587160094,1781466.0274391156,9921.965181878579,21027.034818121425,84.72264600540922,2514.7975436028973,1770826.5793812387,10504.039835500576,0.600818181845586,-5.541436083046413,2.847032466381161,-2.184034123949874,-0.09478013376469363,0.0,-0.21270542409574933,1.1173430559421993,-0.5187068359804758,0.3075969382306143,,0.4239674323677223,-0.12141027421342931,0.693375623574477,-0.09129514988232001,substituting
splice|001|021|PICBETS+splice|007|101|EMO4THW,2,"['splice|001|021|PICBETS', 'splice|007|101|EMO4THW']",2.0,80.53899192810059,1.0,2516.4182920493427,1779440.7300354657,9935.857743192704,21013.1422568073,84.68227684790969,2512.72567586025,1769769.3569703915,10506.215196926838,0.5464764675115807,-5.4287623377538345,2.790018381685422,-2.182645697992791,-0.1770891064649116,0.0,-0.3261507244882278,1.2589257830103895,-0.584434123581612,0.25980176928677157,,0.524295297418309,-0.25231745227894953,0.7346304855920804,-0.07383327220927827,substituting
splice|006|021|NMURBEAN+splice|008|035|BOASHAN,2,"['splice|006|021|NMURBEAN', 'splice|008|035|BOASHAN']",2.0,84.57224488258362,1.0000570957280592,2517.3270537484086,1783825.1362375438,9903.713307752285,21045.286692247715,84.76126566119136,2512.986997070564,1774723.8217055253,10412.23875354448,0.5128299074315779,-4.8839203347991305,2.4761715817286367,-1.915900685976757,-0.16670761351389451,0.0,-0.08056196417034478,0.9313334314765553,-0.43235514367313543,0.3533207800690885,,0.2829230984291886,-0.027635122584801497,0.6484103330473667,-0.05292684158554328,substituting
splice|002|034|WESHIGW+splice|008|035|BOASHAN,2,"['splice|002|034|WESHIGW', 'splice|008|035|BOASHAN']",2.0,87.96228289604187,1.0,2515.994774909341,1784124.059011466,9912.547608344754,21036.452391655253,84.81107107770667,2514.302625240107,1770971.8010810774,10506.954810751282,0.742657670910396,-5.657273806853135,2.907767774230119,-2.1039326283607274,-0.11444172758811044,0.0,-0.06381806086969144,1.0213661001357455,-0.47415122451570646,0.41228803240018763,,0.3090620877880257,0.020464907724881964,0.7123040123477198,-0.0842829685945734,substituting
splice|007|101|EMO4THW+splice|008|035|BOASHAN,2,"['splice|007|101|EMO4THW', 'splice|008|035|BOASHAN']",2.0,84.47557020187378,1.0,2516.528108242674,1782870.1648159344,9908.416395977136,21040.58360402287,84.73482477335168,2513.2575310483153,1769520.1391308608,10515.984522285062,0.7544432747530472,-5.77756771151946,2.9734628595107004,-2.154943150532984,-0.15596012547165472,0.0,-0.1340538708875849,0.9792638340467175,-0.45460598895488147,0.32201602218955294,,0.40938995283861246,-0.11044227034063825,0.569873881208105,-0.023611600546946665,substituting
splice|002|034|WESHIGW+splice|005|021|NMURBEAN,2,"['splice|002|034|WESHIGW', 'splice|005|021|NMURBEAN']",2.0,92.97006130218506,1.0,2515.0363683599667,1782404.6617011286,9923.509144874575,21025.490855125427,84.77351011601368,2514.5647875407,1765068.5502058982,10607.947298280136,0.9821778022846894,-6.452126261190316,3.364811858275618,-2.305072696555366,-0.10402682069112767,0.0,-0.1601286293885451,1.133077986781994,-0.5260115005120136,0.36781763418016755,,0.44734385085520856,-0.08053816928786928,0.6857341359267854,-0.07959046010067583,substituting
splice|005|021|NMURBEAN+splice|007|101|EMO4THW,2,"['splice|005|021|NMURBEAN', 'splice|007|101|EMO4THW']",2.0,80.33825588226318,1.0,2515.5697016933,1780651.9242768625,9927.30328922279,21021.696710777214,84.70543309494013,2513.6378267426203,1763754.8750255872,10611.808746942435,0.9580157362303776,-6.450412686874629,3.3657816814636865,-2.329364617638352,-0.14085213992014456,0.0,-0.25830671584965437,1.1717451044980454,-0.5439620289377278,0.2872176681431693,,0.5476717159057953,-0.2114453473533895,0.62407338859225,-0.04686136849626488,substituting
splice|002|034|WESHIGW+splice|006|021|NMURBEAN,2,"['splice|002|034|WESHIGW', 'splice|006|021|NMURBEAN']",2.0,87.40021634101868,1.0,2516.882278839068,1782262.3309699513,9894.58739452015,21054.41260547985,84.65029941068413,2512.735990448332,1771991.9250468912,10458.402505112243,0.5795966549220211,-5.391025161983309,2.7515796488255306,-2.113819564941688,-0.17667933940720415,0.0,-0.16810116345903348,0.8383288621118146,-0.38917941026668235,0.22194199937195513,,0.07836658184741108,-0.07390886610612046,0.7599622802644035,-0.09419229735291301,substituting
splice|006|021|NMURBEAN+splice|007|101|EMO4THW,2,"['splice|006|021|NMURBEAN', 'splice|007|101|EMO4THW']",2.0,88.14342498779297,1.0100932000559322,2517.4156121724013,1780742.8254300342,9894.549953886055,21054.45004611395,84.57797859976439,2513.472922719745,1770727.5160154225,10465.825483008424,0.5656042120556481,-5.4584851433826405,2.7889989837682316,-2.1630668589969315,-0.14740327271574039,0.0,-0.2532149655669502,0.8379472948141453,-0.38900227436856616,0.13631758731664778,,0.17869444689799785,-0.20481604417164068,0.6592528479161475,-0.048398921395309547,substituting
splice|002|034|WESHIGW+splice|007|101|EMO4THW,2,"['splice|002|034|WESHIGW', 'splice|007|101|EMO4THW']",2.0,85.66063833236694,1.0,2516.0833333333335,1781970.9693713228,9897.517319472143,21051.48268052786,84.64824052605117,2512.706923652825,1767109.955450325,10560.673438473137,0.8409784504445517,-6.279487031433795,3.252626531166025,-2.335677223662236,-0.17783407434930343,0.0,-0.18442153399803596,0.8681884938549267,-0.40304121843975915,0.2195043775595762,,0.20483343625683492,-0.15671601386195722,0.6633550575980918,-0.027705520136078743,substituting
splice|001|021|PICBETS+splice|005|006|NMURBEAN+splice|033|034|WESHIGW,3,"['splice|001|021|PICBETS', 'splice|005|006|NMURBEAN', 'splice|033|034|WESHIGW']",2.0,74.20493292808533,1.0,2516.681280244839,1784487.1125138698,9931.66189924954,21017.33810075046,84.90547680013539,2514.6100118157397,1778466.2840001525,10402.431920173613,0.3385404923266222,-4.525576562641087,2.2912343272855296,-1.908955198166029,-0.10223019847290793,0.0,-0.04348192970965448,1.216164839625411,-0.5645831086862341,0.5240599328367734,,-0.3854291664766807,0.23423621033356046,1.6015940061020917,-0.27771814004321493,substituting
splice|002|011|HIGFITN+splice|005|006|NMURBEAN+splice|033|034|WESHIGW,3,"['splice|002|011|HIGFITN', 'splice|005|006|NMURBEAN', 'splice|033|034|WESHIGW']",2.0,76.11007618904114,1.0,2515.8831515277902,1784470.668994372,9940.957187821281,21008.042812178723,84.94226163514308,2513.8801598196783,1776745.177932547,10487.856911356272,0.4348114269720149,-5.214599399642905,2.672869844884307,-2.1797953259643843,-0.13122498746569455,0.0,-0.04440299937851222,1.3108955573897907,-0.6085601760876913,0.5676114338505123,,-0.43564397647020137,0.22126218241473872,1.746539533859992,-0.26566518179325094,substituting
splice|001|021|PICBETS+splice|008|035|BOASHAN+splice|033|034|WESHIGW,3,"['splice|001|021|PICBETS', 'splice|008|035|BOASHAN', 'splice|033|034|WESHIGW']",2.0,77.73252320289612,1.0,2516.888066958684,1782351.838274668,9974.114487965217,20974.885512034787,84.97552166623296,2513.968039921574,1778470.9707892141,10430.649416094035,0.21821370993373446,-4.3768600584389805,2.225007932591372,-1.9631147634451174,-0.12773377962508325,0.0,-0.1630874884044009,1.648810278113344,-0.7654311341033004,0.6069897341045571,,0.14379394723760264,0.042606512281029296,1.5050163308757414,-0.2056940006854302,substituting
splice|001|021|PICBETS+splice|007|101|EMO4THW+splice|033|034|WESHIGW,3,"['splice|001|021|PICBETS', 'splice|007|101|EMO4THW', 'splice|033|034|WESHIGW']",2.0,80.70257377624512,1.0,2516.976625382676,1778576.5710853199,9968.568175564747,20980.431824435254,84.77311553777778,2514.8697085199874,1774393.4085458417,10482.760691335114,0.23575169516134586,-4.9051250039065515,2.5123937427657728,-2.220845660201043,-0.09191324218257302,0.0,-0.37455584835273115,1.5922863573563983,-0.7391908993453877,0.36735047225224804,,0.039565295706411874,-0.13457440930580988,1.5527210616499865,-0.23998143904692126,substituting
splice|006|021|NMURBEAN+splice|008|035|BOASHAN+splice|033|034|WESHIGW,3,"['splice|006|021|NMURBEAN', 'splice|008|035|BOASHAN', 'splice|033|034|WESHIGW']",2.0,77.89750719070435,1.0102816935407535,2517.885387081742,1783753.6431492723,9932.89975794539,21016.100242054617,84.87557741944256,2513.7730603827767,1779888.5466512332,10378.02379758121,0.2171538496222647,-4.289102128861611,2.1638449981945085,-1.9054599487779988,-0.13547972074170467,0.0,-0.08456658831114128,1.228780181456246,-0.5704395589599898,0.4886604833549191,,-0.20180690328270856,0.09010792038833815,1.4305870847389546,-0.17467450869947942,substituting
splice|007|101|EMO4THW+splice|008|035|BOASHAN+splice|033|034|WESHIGW,3,"['splice|007|101|EMO4THW', 'splice|008|035|BOASHAN', 'splice|033|034|WESHIGW']",2.0,81.06936192512512,1.0,2517.0864415760075,1783436.347239584,9939.066144747867,21009.933855252133,84.88538610004974,2513.2616574010144,1774509.399729043,10484.325995039346,0.5030656649045673,-5.200714385926841,2.6643954854072005,-2.105237955460282,-0.15579619809120704,0.0,-0.10233964708414867,1.29162344267435,-0.599613436235924,0.500273496253234,,-0.07534004887328472,0.0073007726325013955,1.3669634915476347,-0.10964041971665006,substituting
splice|005|021|NMURBEAN+splice|007|101|EMO4THW+splice|033|034|WESHIGW,3,"['splice|005|021|NMURBEAN', 'splice|007|101|EMO4THW', 'splice|033|034|WESHIGW']",2.0,76.38868308067322,1.0,2516.1280350266334,1781585.9956384255,9950.601036174472,20998.398963825533,84.84389684697429,2514.9800296364556,1768734.085056674,10582.86445246903,0.726616323523821,-5.974407204535703,3.104483984303097,-2.306269881668077,-0.087530521424517,0.0,-0.2059855081052664,1.4091785390807798,-0.6541863194574726,0.4511521872410551,,0.06294171419389816,-0.09370230438024985,1.3462368248868817,-0.11228320372501654,substituting
splice|006|021|NMURBEAN+splice|007|101|EMO4THW+splice|033|034|WESHIGW,3,"['splice|006|021|NMURBEAN', 'splice|007|101|EMO4THW', 'splice|033|034|WESHIGW']",2.0,70.9804048538208,1.0003140860508377,2517.9739455057347,1780618.256307152,9926.108316333075,21022.891683666934,84.69901681939153,2513.8894391784934,1775808.7630277604,10434.45118093123,0.27083396475595656,-4.871773855506101,2.4779626843445035,-2.1537593661839605,-0.13085634690255254,0.0,-0.260192598352893,1.1595668231377587,-0.5383084762902168,0.27962110203105794,,-0.3060355548138993,-0.08707300119850103,1.465602377951658,-0.17311959715439196,substituting
splice|001|021|PICBETS+splice|005|006|NMURBEAN+splice|011|034|WESHIGW,3,"['splice|001|021|PICBETS', 'splice|005|006|NMURBEAN', 'splice|011|034|WESHIGW']",2.0,72.77877449989319,1.0,2515.1729469115057,1785279.5076923668,9916.40806646298,21032.59193353702,84.88157395597506,2514.209531840418,1772794.6782364878,10462.133751348136,0.7042456528749463,-5.216198701482233,2.663783119690466,-1.9086939982826845,-0.11814004381545118,0.0,0.0009034079163861009,1.0607090388316642,-0.49241549092936543,0.4957600983679811,,-0.48525105382728473,0.2184809246530861,1.545960092658949,-0.2175775167367,substituting
splice|002|033|WESHIGW+splice|005|006|NMURBEAN+splice|011|034|WESHIGW,3,"['splice|002|033|WESHIGW', 'splice|005|006|NMURBEAN', 'splice|011|034|WESHIGW']",2.0,73.98961091041565,1.0,2516.0894408781455,1776238.1760070655,10035.780266140211,20913.21973385979,84.93374997304822,2512.3763803466736,1771830.714789279,10533.21339440476,0.24875182380561522,-4.722520181056855,2.4365121847826243,-2.1357232048574204,-0.190965549588884,0.0,-0.5055390469737353,2.2772623571350348,-1.0571789440002588,0.5575340293908937,,0.6259058099711057,-0.23435803798637078,1.651356547163929,-0.2711810089873645,substituting
splice|001|021|PICBETS+splice|008|035|BOASHAN+splice|011|034|WESHIGW,3,"['splice|001|021|PICBETS', 'splice|008|035|BOASHAN', 'splice|011|034|WESHIGW']",2.0,86.31824398040771,1.0,2515.37973362535,1783438.7048066824,9951.812104823872,20997.187895176132,84.93702650612597,2514.579841851187,1772883.9299736428,10484.685108484062,0.595344943602516,-5.082393969362009,2.6039132337682513,-1.9575942348217246,-0.10342875894933101,0.0,-0.10220758998122914,1.421520856539149,-0.659916022974627,0.5614132892442392,,0.043972059886998593,0.026851226600554945,1.3775487966521505,-0.12905881658178409,substituting
splice|001|021|PICBETS+splice|007|101|EMO4THW+splice|011|034|WESHIGW,3,"['splice|001|021|PICBETS', 'splice|007|101|EMO4THW', 'splice|011|034|WESHIGW']",2.0,79.10740065574646,1.0,2515.468292049343,1781470.684236437,9927.03969304174,21021.960306958263,84.74331880679894,2514.562979841493,1768738.2374576554,10538.653348629803,0.7198604354866633,-5.803527598405955,2.9965863198457843,-2.2104867410741136,-0.10409863505533856,0.0,-0.21244457758003987,1.169058726852179,-0.5427149254259578,0.33207255516605194,,-0.06025659164419217,-0.15032969498628423,1.2293153184963712,-0.06211488259375564,substituting
splice|006|021|NMURBEAN+splice|008|035|BOASHAN+splice|011|034|WESHIGW,3,"['splice|006|021|NMURBEAN', 'splice|008|035|BOASHAN', 'splice|011|034|WESHIGW']",2.0,82.65950679779053,1.0,2516.377053748409,1784291.2026749072,9914.792109628335,21034.20789037167,84.82806730704891,2513.9553379590193,1773651.1792100032,10439.469328006811,0.5998938004057264,-5.025899323932892,2.5582117249272507,-1.909469648099904,-0.1282383897735162,0.0,-0.054455651638540825,1.0442403999464167,-0.4847702153591982,0.43241076230431386,,-0.3016287906333126,0.0743526347078638,1.3458691905797293,-0.12880828634640462,substituting
splice|007|101|EMO4THW+splice|008|035|BOASHAN+splice|011|034|WESHIGW,3,"['splice|007|101|EMO4THW', 'splice|008|035|BOASHAN', 'splice|011|034|WESHIGW']",2.0,77.4409384727478,1.0,2515.5781082426743,1783705.9231722092,9914.387486570013,21034.612513429987,84.79861095769485,2514.5364218873656,1768526.876170357,10540.222913927395,0.8582876068426781,-5.937591951024402,3.066501362222551,-2.142513548237357,-0.10515370139777547,0.0,-0.08723958197759396,1.0401167804973577,-0.4828558976518349,0.3975358409274543,,-0.17516193622388876,-0.008454513047972956,1.2152787167212464,-0.078785068929621,substituting
splice|005|021|NMURBEAN+splice|007|101|EMO4THW+splice|011|034|WESHIGW,3,"['splice|005|021|NMURBEAN', 'splice|007|101|EMO4THW', 'splice|011|034|WESHIGW']",2.0,81.94552803039551,1.0,2514.6197016933,1782574.7208343332,9922.099837979058,21026.90016202095,84.77591595046626,2515.96780340453,1762718.736169401,10642.179167755852,1.1264408925545144,-6.766277079402327,3.545997355890518,-2.336697240956531,-0.04828928877396166,0.0,-0.15060291261425052,1.118715371492307,-0.5193439093064911,0.37066602813322636,,-0.03688017315670589,-0.1094575900607242,1.155595544649013,-0.04114532255352632,substituting
splice|006|021|NMURBEAN+splice|007|101|EMO4THW+splice|011|034|WESHIGW,3,"['splice|006|021|NMURBEAN', 'splice|007|101|EMO4THW', 'splice|011|034|WESHIGW']",2.0,85.03967571258545,1.0,2516.4656121724015,1782485.221833555,9891.73676307251,21057.263236927494,84.6494248458491,2514.456079505493,1769675.339391794,10495.843952511548,0.7238549442726283,-5.755679983165929,2.953613554976142,-2.1657895567821273,-0.10834545866108547,0.0,-0.1556161225308772,0.8092773312171619,-0.3756927486808448,0.22090655606246123,,-0.40585744216450337,-0.10282828687897538,1.2151347733816653,-0.052787835651901815,substituting
